0,1
0,2
0,3
1,4
2,5
2,6
2,7
2,8
3,9
4,10
4,11
4,12
4,13
5,14
5,15
5,16
5,17
6,18
6,19
6,20
6,21
7,22
8,23
8,24
8,25
8,26
9,27
10,28
10,29
11,30
11,31
12,32
12,33
13,34
13,35
13,36
14,37
14,38
15,39
15,40
15,41
16,42
16,43
17,44
17,45
17,46
18,47
18,48
18,49
18,50
19,51
19,52
19,53
20,54
20,55
20,56
20,57
21,58
21,59
22,60
23,61
24,62
24,63
25,64
26,65
26,66
26,67
26,68
27,69
27,70
27,71
28,72
28,73
28,74
29,75
29,76
30,77
30,78
30,79
31,80
31,81
31,82
32,83
33,84
33,85
33,86
34,87
34,88
35,89
35,90
36,91
37,92
38,93
38,94
38,95
39,96
39,97
39,98
39,99
40,100
40,101
40,102
40,103
41,104
42,105
42,106
43,107
43,108
43,109
43,110
44,111
44,112
45,113
45,114
45,115
46,116
46,117
46,118
47,119
47,120
47,121
48,122
48,123
48,124
49,125
50,126
50,127
50,128
50,129
51,130
51,131
51,132
52,133
53,134
54,135
54,136
55,137
55,138
55,139
56,140
57,141
57,142
57,143
57,144
58,145
59,146
59,147
59,148
60,149
60,150
61,151
61,152
61,153
62,154
63,155
63,156
63,157
63,158
64,159
64,160
64,161
64,162
65,163
65,164
66,165
66,166
66,167
67,168
67,169
67,170
68,171
68,172
68,173
68,174
69,175
69,176
70,177
71,178
72,179
73,180
73,181
74,182
74,183
75,184
75,185
75,186
76,187
76,188
76,189
77,190
77,191
77,192
78,193
78,194
78,195
78,196
79,197
80,198
81,199
81,200
81,201
81,202
82,203
82,204
82,205
82,206
83,207
84,208
84,209
85,210
85,211
86,212
86,213
86,214
86,215
87,216
88,217
89,218
89,219
89,220
89,221
90,222
91,223
91,224
92,225
92,226
92,227
93,228
93,229
93,230
93,231
94,232
94,233
94,234
94,235
95,236
96,237
96,238
96,239
97,240
97,241
98,242
98,243
98,244
99,245
100,246
101,247
101,248
102,249
103,250
103,251
104,252
104,253
104,254
105,255
105,256
105,257
105,258
106,259
107,260
108,261
109,262
109,263
109,264
109,265
110,266
111,267
112,268
113,269
113,270
113,271
113,272
114,273
114,274
115,275
115,276
115,277
115,278
116,279
116,280
116,281
117,282
117,283
117,284
117,285
118,286
119,287
120,288
120,289
121,290
121,291
122,292
122,293
122,294
123,295
123,296
124,297
125,298
125,299
126,300
126,301
126,302
126,303
127,304
127,305
127,306
127,307
128,308
128,309
128,310
128,311
129,312
130,313
130,314
130,315
131,316
131,317
132,318
132,319
132,320
133,321
133,322
133,323
133,324
134,325
134,326
134,327
135,328
135,329
135,330
136,331
136,332
137,333
138,334
139,335
139,336
139,337
139,338
140,339
141,340
141,341
142,342
143,343
144,344
145,345
145,346
145,347
146,348
147,349
147,350
148,351
148,352
149,353
149,354
150,355
150,356
151,357
152,358
152,359
152,360
153,361
154,362
154,363
155,364
155,365
155,366
155,367
156,368
156,369
157,370
157,371
157,372
157,373
158,374
158,375
158,376
158,377
159,378
159,379
160,380
160,381
161,382
162,383
162,384
162,385
163,386
163,387
163,388
164,389
164,390
164,391
164,392
165,393
165,394
165,395
166,396
166,397
166,398
166,399
167,400
167,401
167,402
167,403
168,404
168,405
168,406
169,407
169,408
170,409
170,410
171,411
172,412
172,413
172,414
172,415
173,416
173,417
174,418
175,419
175,420
175,421
176,422
177,423
177,424
178,425
178,426
178,427
179,428
180,429
180,430
180,431
181,432
181,433
182,434
182,435
182,436
183,437
183,438
183,439
184,440
184,441
184,442
185,443
185,444
185,445
185,446
186,447
186,448
186,449
186,450
187,451
187,452
188,453
188,454
188,455
188,456
189,457
189,458
189,459
190,460
191,461
191,462
191,463
191,464
192,465
192,466
193,467
193,468
194,469
194,470
195,471
195,472
196,473
196,474
197,475
198,476
198,477
198,478
199,479
199,480
200,481
200,482
200,483
201,484
201,485
201,486
201,487
202,488
202,489
202,490
203,491
203,492
204,493
204,494
204,495
204,496
205,497
205,498
205,499
206,500
207,501
208,502
208,503
208,504
208,505
209,506
209,507
210,508
211,509
212,510
212,511
213,512
213,513
213,514
214,515
214,516
214,517
215,518
215,519
216,520
216,521
216,522
216,523
217,524
217,525
218,526
218,527
219,528
219,529
219,530
220,531
220,532
220,533
220,534
221,535
221,536
221,537
221,538
222,539
222,540
222,541
222,542
223,543
223,544
223,545
223,546
224,547
224,548
225,549
226,550
226,551
226,552
226,553
227,554
227,555
227,556
228,557
229,558
229,559
229,560
230,561
230,562
230,563
231,564
231,565
231,566
232,567
232,568
233,569
233,570
233,571
234,572
234,573
235,574
235,575
235,576
236,577
236,578
236,579
236,580
237,581
237,582
237,583
238,584
238,585
238,586
239,587
240,588
240,589
241,590
242,591
243,592
244,593
245,594
245,595
246,596
247,597
248,598
248,599
249,600
249,601
249,602
249,603
250,604
250,605
250,606
251,607
252,608
252,609
253,610
253,611
253,612
253,613
254,614
254,615
254,616
254,617
255,618
255,619
255,620
255,621
256,622
256,623
256,624
256,625
257,626
258,627
259,628
259,629
259,630
259,631
260,632
261,633
261,634
262,635
263,636
264,637
265,638
266,639
266,640
267,641
268,642
268,643
268,644
268,645
269,646
269,647
270,648
270,649
270,650
270,651
271,652
272,653
272,654
272,655
272,656
273,657
273,658
274,659
274,660
274,661
275,662
275,663
275,664
275,665
276,666
276,667
276,668
276,669
277,670
277,671
277,672
278,673
278,674
278,675
278,676
279,677
280,678
280,679
280,680
280,681
281,682
281,683
281,684
281,685
282,686
282,687
282,688
282,689
283,690
283,691
284,692
284,693
284,694
284,695
285,696
285,697
285,698
285,699
286,700
286,701
287,702
287,703
288,704
288,705
288,706
289,707
290,708
291,709
291,710
291,711
291,712
292,713
293,714
294,715
294,716
295,717
296,718
296,719
296,720
296,721
297,722
297,723
298,724
299,725
299,726
299,727
299,728
300,729
301,730
301,731
301,732
302,733
303,734
303,735
303,736
303,737
304,738
305,739
306,740
307,741
307,742
307,743
307,744
308,745
308,746
308,747
308,748
309,749
309,750
310,751
310,752
310,753
310,754
311,755
312,756
312,757
312,758
313,759
314,760
314,761
315,762
315,763
315,764
316,765
317,766
317,767
318,768
318,769
318,770
319,771
319,772
319,773
319,774
320,775
320,776
320,777
321,778
321,779
321,780
322,781
322,782
323,783
323,784
323,785
323,786
324,787
325,788
326,789
327,790
327,791
328,792
328,793
328,794
329,795
329,796
329,797
329,798
330,799
331,800
332,801
333,802
334,803
334,804
335,805
335,806
335,807
335,808
336,809
336,810
336,811
336,812
337,813
337,814
338,815
338,816
339,817
339,818
339,819
339,820
340,821
341,822
342,823
342,824
343,825
343,826
344,827
345,828
345,829
346,830
346,831
346,832
347,833
347,834
348,835
348,836
348,837
348,838
349,839
349,840
349,841
349,842
350,843
350,844
350,845
351,846
351,847
352,848
352,849
353,850
353,851
353,852
354,853
354,854
355,855
356,856
356,857
357,858
358,859
359,860
359,861
359,862
359,863
360,864
360,865
360,866
360,867
361,868
361,869
362,870
362,871
363,872
363,873
363,874
364,875
364,876
